,num_people,generic_name,event_type,event_location,manufacturer,source,specialty,adverse_event_flag,date_manufacturer_received,date_of_event,date_received,date_report,class,regulation_number
2687,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20071219,20071219,20080111,20080111,2,892.1650
2688,1,SPINAL CORD STIMULATOR,Injury,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,Y,20130305,20130305,20130321,20130305,3,
2689,1,WRINKLE FILLER,No answer provided,,GLOBAL PHARMACOVIGILANCE AND EPIDEMIOLOGY/SANOFI-AVENTIS,Manufacturer report,Unknown,Y,20090323,NA,20091221,20090323,3,
2690,1,FLUOROSCOPIC XRAY,Malfunction,,GE MEDICAL SYSTEMS (INDIA) PRIVATE LTD,Manufacturer report,Radiology,N,20110223,20110223,20110321,20110321,2,892.1650
2691,1,TROCAR STABILITY SLEEVES,Injury,NOT APPLICABLE,ETHICON,Manufacturer report,"Gastroenterology, Urology",Y,20000731,20000728,20000815,20000731,2,876.1500
2692,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20130814,NA,20130828,20130814,2,862.1345
2693,1,ABSORBABLE SUTURE PRODUCT,Injury,,COVIDIEN,Manufacturer report,"General, Plastic Surgery",Y,NA,20101028,20101221,NA,2,878.4493
2694,1,PROBE,Malfunction,,STRYKER,Manufacturer report,"General, Plastic Surgery",N,20090715,20090707,20090813,20090715,2,878.4400
2695,1,DISPOSABLE SURGICAL ACCESS DEVICE,Malfunction,,USSC PUERTO RICO,Manufacturer report,"Gastroenterology, Urology",N,20110406,20110406,20110524,20110406,2,876.1500
2696,1,INJECTABLE COLLAGEN IMPLANT,Malfunction,,INAMED,Manufacturer report,Unknown,N,20030603,20030602,20030624,20030603,3,
2697,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20150107,NA,20150116,20150107,2,862.1345
2698,1,"MDS, PRODUCT CODE MDS",Malfunction,,DEXCOM INC,Manufacturer report,Unknown,N,20130715,20130715,20140318,20130715,3,
2699,1,TOTAL HIP REPLACEMENT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20120521,NA,20120323,20120222,3,888.3330
2700,1,A/C POWERED HOSPITAL BED,Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20120120,20120120,20120216,20120120,2,880.5100
2701,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20120622,NA,20120628,20120622,2,862.1345
2702,1,"DC-DEFIBRILLATOR, LOW-ENERGY, (INCLUDING PADDLES)",Malfunction,HOSPITAL,"PHYSIO-CONTROL, INC",Manufacturer report,Cardiovascular,N,20120127,20111114,20120222,20120127,2,870.5300
2703,1,"CLIP, IMPLANTABLE",Malfunction,,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20120228,20120218,20120319,20120228,2,878.4300
2704,1,"INSTRUMENT, ULTRASONIC SURGICAL",Malfunction,,ETHICON,Manufacturer report,Unknown,N,20140208,20131212,20140210,20131212,U,
2705,1,,Injury,HOSPITAL,SORIN BIOMEDICA CRM S.R.L.,Manufacturer report,Unknown,Y,20101025,20101017,20101104,20101025,3,
2706,1,,Death,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20141027,20110715,20141104,20141027,2,876.5820
2707,1,INSULIN INFUSION PUMP,Malfunction,,MEDTRONIC,Manufacturer report,General Hospital,N,20140826,20140816,20140924,20140826,2,880.5725
2708,1,CORONARY DRUG-ELUTING STENT,Malfunction,I,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20150930,20150714,20150812,20150717,3,
2709,1,PROTIME INSTRUMENT,Malfunction,,INTERNATIONAL TECHNIDYNE CORP.,Manufacturer report,Hematology,N,20071205,20080108,20090818,20090805,2,864.7750
2710,1,"TOOTHBRUSH, POWERED",Injury,,"CHURCH & DWIGHT CO., INC.",Manufacturer report,Dental,Y,20121218,NA,20130115,20130115,1,872.6865
2711,1,SURGICAL FIBER,Malfunction,,"AMS, INNOVATION CENTER - SILICON VALLEY",Manufacturer report,"General, Plastic Surgery",N,20110425,20110127,20110509,20110425,2,878.4810
2712,1,880.5510,Malfunction,,UNKNOWN,Manufacturer report,General Hospital,N,20120607,NA,20120702,20120630,1,880.5510
2713,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20140205,NA,20140228,20140205,3,870.5310
2714,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20140716,20140716,20140818,20140716,3,
2715,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140708,NA,20140715,20140708,2,862.1345
2716,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140801,20140801,20140828,20140801,2,868.5440
2717,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,OTHER,CARDIAC PACEMAKERS,Manufacturer report,Unknown,N,20071011,20070913,20080207,20071011,3,
2718,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER, WITH CARDIAC RESYNCHRONIZATIO",Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20140407,NA,20140411,20140123,3,
2719,1,REPLACEMENT HEART VALVE,Death,HOSPITAL,EDWARDS LIFESCIENCES,Manufacturer report,Cardiovascular,Y,20091111,20090920,20091102,20091014,3,870.3925
2720,1,INTESTINAL STIMULATOR,Injury,I,MEDTRONIC,Manufacturer report,Unknown,Y,20151223,20150708,20160115,20151223,f,
2721,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140602,20140301,20140616,20140602,2,880.5725
2722,1,,Death,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20140508,20110617,20140606,20140508,2,876.5820
2723,1,CLIP APPLIERS - ENDOSCOPIC,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20011010,20011009,20011120,20011010,1,878.4800
2724,1,,Injury,,MEDTRONIC,Manufacturer report,Neurology,Y,20110131,20110122,20110223,20110131,2,882.5550
2725,1,IMPLANTABLE LEAD,Injury,,CPI - DEL CARIBE,Manufacturer report,Unknown,Y,20100616,20100616,20100728,20100616,3,
2726,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,MPRI,Manufacturer report,Cardiovascular,Y,20140414,20140414,20140610,20140414,3,870.3680
2727,1,POWERED LASER SURGICAL INSTRUMENT,Malfunction,,AMERICAN MEDICAL SYSTEMS,Manufacturer report,"General, Plastic Surgery",N,20131218,20131218,20131223,20131218,2,878.4810
2728,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,HOME,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20120924,20120919,20121018,20130201,2,862.1345
2729,1,TOTAL KNEE REPLACEMENT,Injury,HOSPITAL,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20060808,20060808,20060901,20060808,3,888.3570
2730,1,IMPLANTABLE PACING LEAD,Death,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20100422,20100405,20120907,NA,3,870.3680
2731,1,REPLACEMENT HEART VALVE,Injury,HOSPITAL,EDWARDS LIFESCIENCES,Manufacturer report,Cardiovascular,Y,20060905,20060627,20061003,20060905,3,870.3925
2732,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20130712,20130712,20130724,20130724,2,892.1650
2733,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,ABBOTT DIABETES CARE,Manufacturer report,Clinical Chemistry,N,20060515,20060515,20060906,20060906,2,862.1345
2734,1,,Death,,MEDTRONIC,Manufacturer report,Unknown,Y,20100421,20081031,20100520,20100421,3,
2735,1,,Injury,OTHER,ABBOTT VASCULAR,Manufacturer report,Unknown,Y,20091027,20091023,20091109,20091027,3,
2736,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20131029,20131029,20131118,20131118,2,892.1650
2737,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Unknown,Y,20081111,20081111,20090113,NA,3,
2738,1,MARLEX MESH,Injury,,,Voluntary report,"General, Plastic Surgery",Y,NA,19980728,20080723,20080723,2,878.3300
2739,1,IMPLANTABLE LEAD,Injury,,CPI - DEL CARIBE,Manufacturer report,Unknown,N,20111207,20111117,20120110,20111207,3,
2740,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,ZOLL,Manufacturer report,Cardiovascular,N,20140310,20140310,20140326,20140310,3,870.5310
2741,1,CORONARY DRUG-ELUTING STENT,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20150223,NA,20150324,20150223,3,
2742,1,"INHIBITOR, PERIDURAL",Injury,,"GLIATECH MEDICAL, INC.",Manufacturer report,Unknown,Y,20011004,20010927,20011101,NA,3,
2743,1,"AORTIC VALVE, PROSTHESIS, PERCUTANEOUSLY DELIVERED",Injury,I,EDWARDS LIFESCIENCES,Manufacturer report,Unknown,Y,20151012,20150828,20150921,20150828,3,
2744,1,SEPTOSTOMY CATHETER,Injury,HOSPITAL,"COOK BIOTECH, INC.",Manufacturer report,Cardiovascular,Y,19981117,19981104,19981215,19981117,2,870.5175
2745,1,"MAMMARY IMPLANT, GEL-FILLED",Injury,INVALID DATA,DOW CORNING,Manufacturer report,"General, Plastic Surgery",Y,19960916,NA,19961015,19960916,3,878.3540
2746,1,INTRA-AORTIC BALLOON,Injury,,ARROW INTERNATIONAL,Manufacturer report,Cardiovascular,Y,19990903,NA,19990909,19990907,2,870.3535
2747,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20141015,NA,20141106,20141015,2,880.5725
2748,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,"Gastroenterology, Urology",Y,20150831,NA,20150721,20150702,3,876.5270
2749,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20151031,NA,20151109,20151031,2,862.1345
2750,1,,Death,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20150515,20120807,20150526,20150515,2,876.5820
2751,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150617,NA,20150706,20150617,2,880.5725
2752,1,POLYPROPYLENE MESH,Other,HOSPITAL,ETHICON,User Facility report,"General, Plastic Surgery",N,NA,NA,20031017,NA,2,878.3300
2753,1,INSULIN INFUSION PUMP,Injury,OTHER,DISETRONIC MEDICAL SYSEMS,Manufacturer report,General Hospital,Y,20081222,20081221,20090115,20081222,2,880.5725
2754,1,VOLUME VENTILATOR,Malfunction,UNKNOWN,"PULMONETIC SYSTEMS, INC.",Manufacturer report,Anesthesiology,N,20031003,20031003,20031028,20031028,2,868.5895
2755,1,THERMODILUTION CATHETER,Malfunction,HOSPITAL,ARROW INTERNATIONAL,Voluntary report,Cardiovascular,N,NA,19980617,19980619,19980619,2,870.1240
2756,1,PRIMARY PUMP TUBING AND BUFF CAP,Malfunction,,HOSPIRA,Voluntary report,General Hospital,N,NA,20130228,20130319,20130312,2,880.5725
2757,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20110607,20110430,20110705,20110607,2,880.5725
2758,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20141008,20140901,20141021,20141008,2,880.5725
2759,1,"PERMANENT PACEMAKER, ELECTRODE, NVN",Malfunction,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20120328,20120328,20140113,NA,3,
2760,1,DEFIBRILLATOR,Malfunction,HOSPITAL,ZOLL,Voluntary report,Cardiovascular,N,NA,20040404,20040421,20040412,3,870.5310
2761,1,CANNULATED BONE SCREW,Malfunction,HOSPITAL,A/O SYNTHES,User Facility report,Orthopedic,N,NA,19960501,19960701,19960508,2,888.3040
2762,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,Y,20110428,20110428,20110616,NA,3,
2763,1,"MCM, PRODUCT CODE MCM",Malfunction,,COCHLEAR LTD,Manufacturer report,Unknown,Y,20111227,20111227,20120131,20120208,3,
2764,1,"MESH, SURGICAL, POLYMERIC",Injury,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",Y,20130712,NA,20130808,20130712,2,878.3300
2765,1,ANTI-SIPHON TUBING,Malfunction,UNKNOWN,DELTEC,Voluntary report,General Hospital,N,NA,20031230,20031231,20031231,2,880.5440
2766,1,KNEE PROSTHESIS,Injury,,"CENTERPULSE ORTHOPEDICS, INC.",Manufacturer report,Orthopedic,Y,20021114,NA,20021214,20021114,2,888.3560
2767,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140623,NA,20140730,20140623,2,868.5440
2768,1,890.3860,Malfunction,,INVACARE TAYLOR STREET,Manufacturer report,Physical Medicine,N,20121024,NA,20121120,20121118,2,890.3860
2769,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20110509,NA,20110527,20110509,2,862.1345
2770,1,,Injury,HOSPITAL,"C.R. BARD, INC. (COVINGTON)",Manufacturer report,"General, Plastic Surgery",Y,20131010,NA,20131122,20131010,2,878.3300
2771,1,PATIENT MONITORING INSTRUMENT,Malfunction,HOME,MEDTRONIC,Manufacturer report,Unknown,N,20110606,NA,20110811,NA,3,
2772,1,,Malfunction,,"MEDELA, INC",Manufacturer report,Obstetrics/Gynecology,N,20130214,20130206,20130312,20130213,2,884.5160
2773,1,"CATHETER, THROMBUS RETRIEVER",Injury,,CONCENTRIC MEDICAL,Manufacturer report,Cardiovascular,Y,20130621,20121215,20130712,20130621,2,870.1250
2774,1,INTRA-AORTIC BALLOON CATHETER,Malfunction,HOSPITAL,DATASCOPE,Manufacturer report,Cardiovascular,N,19970815,19970712,19970811,19970714,2,870.3535
2775,1,"MDS, PRODUCT CODE MDS",Malfunction,,DEXCOM INC,Manufacturer report,Unknown,N,20140313,20140313,20140408,20140313,3,
2776,1,GLUCOSE MONITORING SYS/KIT,Injury,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,Y,20100204,20100125,20100211,20100204,2,862.1345
2777,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,,GUIDANT,Manufacturer report,Unknown,N,20101112,20100906,20101020,20101112,3,
2778,1,SCS/SCL STEM STANDARD/LATERAL,Injury,HOSPITAL,STEMCUP MEDICAL PRODUCTS AG,Manufacturer report,Orthopedic,Y,20120917,20120702,20121016,20120917,2,888.3350
2779,1,AC POWERED HOSPITAL BED,Malfunction,,HILL-ROM RITTER,Manufacturer report,General Hospital,N,20070908,20070908,20090721,20070908,2,880.5100
2780,1,"ENZYME LINKED IMMUNOABSORBENT ASSAY, TOXOPLASMA GONDII, PRODUCT CODE LGD",Malfunction,I,BECKMAN COULTER,Manufacturer report,Microbiology,N,20151029,20151026,20151123,20151029,2,866.3780
2781,1,,Malfunction,,SYNTHES GMBH,Manufacturer report,"General, Plastic Surgery",N,20131007,20130116,20130519,20130116,1,878.4820
2782,1,"IMPLANTABLE PACEMAKER, PULSE GENERATOR",Malfunction,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,User Facility report,Cardiovascular,N,NA,20130313,20130412,20130412,3,870.3610
2783,1,,Malfunction,OUTPATIENT TREATMENT FACILITY,"PHYSIO-CONTROL, INC",Manufacturer report,Cardiovascular,N,20101216,20101216,20110112,20101221,3,870.5310
2784,1,"PROSTHESIS, HIP, SEMI-CONSTRAINED, METAL/POLYMER, CEMENTED",Injury,I,STRYKER,Manufacturer report,Orthopedic,Y,20151217,20151106,20151124,20151106,2,888.3350
2785,1,GLUCOSE MONITORING SYS/KIT,Malfunction,NOT APPLICABLE,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20030826,NA,20030828,20030826,2,862.1345
2786,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20130213,20130212,20130226,20130213,3,
2787,1,GLUCOSE MONITORING SYS/KIT,Injury,,LIFESCAN INC.,Manufacturer report,Unknown,Y,20100917,NA,20100928,20100917,3,
2788,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20111128,20110801,20110826,20110801,2,880.5725
2789,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140825,NA,20140916,20140825,2,868.5440
2790,1,ANGIO-SEAL VIP,Death,,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Unknown,Y,20080404,20080403,20080429,20080404,3,
2791,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20100915,20100915,20101213,NA,3,870.3680
2792,1,DRUG ELUTING CORONARY STENT SYSTEM,Injury,,AV-TEMECULA-CT,Manufacturer report,Unknown,Y,20140306,20140303,20140331,20140306,3,
2793,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,ZOLL,Manufacturer report,Cardiovascular,N,20081002,NA,20081020,20081002,3,870.5310
2794,1,ASR TOTAL HIP REPLACEMENT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20121214,20121129,20121220,20121214,3,888.3330
2795,1,SABRATEK 6060 PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20030114,20030101,20030203,20030114,2,880.5725
2796,1,IMPLANTABLE LEAD,Injury,HOSPITAL,CPI - DEL CARIBE,Manufacturer report,Unknown,N,20091127,20091127,20100210,20100209,3,
2797,1,A/C HOSPITAL BED,Malfunction,,FLEXTRONICS EMS CANADA,Manufacturer report,General Hospital,N,20120702,20120702,20120731,20120702,2,880.5100
2798,1,TIBIAL KNEE PROSTHESIS,Injury,,DEPUY WARSAW,Manufacturer report,Unknown,Y,20120628,20120628,20120703,20120628,3,
2799,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Death,I,ZOLL,Manufacturer report,Unknown,Y,20151230,20151225,20160127,20160125,3,
2800,1,GLUCOSE MONITORING SYS/KIT,Injury,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,Y,20070813,20070813,20070816,20070813,2,862.1345
2801,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20130718,20130717,20130910,NA,3,
2802,1,,Injury,,"ACCESSCLOSURE, INC.",Manufacturer report,Unknown,Y,20100122,20100105,20100222,20100122,3,
2803,1,ANNULOPLASTY RING,Injury,HOSPITAL,EDWARDS LIFESCIENCES,Manufacturer report,Cardiovascular,Y,20080828,20080807,20080904,20080828,2,870.3800
2804,1,"HEART-VALVE, NON-ALLOGRAFT TISSUE",Injury,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,Y,20150316,20150312,20150410,20150316,3,
2805,1,,Injury,,SYNTHES (USA),Manufacturer report,Orthopedic,Y,20140120,NA,20130925,20130913,2,888.3030
2806,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,PACESETTER INC.,Manufacturer report,Cardiovascular,Y,19970327,19970313,19970509,19970327,3,870.3680
2807,1,87KWA 87LZO 87MEH 87LWJ,Malfunction,,3003895575 DEPUY FRANCE S.A.S.-SAINT PRIEST,Manufacturer report,Orthopedic,Y,20100322,20100320,20100421,20100322,3,888.3330
2808,1,RESERVOIR,Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,General Hospital,N,20150911,20150723,20150929,20150911,2,880.5725
2809,1,MULTIFOCAL INTRAOCULAR LENS,Injury,AMBULATORY SURGICAL FACILITY,ABBOTT MEDICAL OPTICS,Manufacturer report,Ophthalmic,Y,20110906,20110830,20111006,20110906,3,886.3600
2810,1,"STENT, CORONARY, DRUG-ELUTING",Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140116,20140116,20140213,20140116,3,
2811,1,PACER LEAD,Death,I,BIOTRONIK SE & CO KG,Manufacturer report,Unknown,Y,20150908,20140720,20150427,20150410,3,
2812,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,,MPRI,Manufacturer report,Unknown,Y,20130219,NA,20130410,20130219,3,
2813,1,,Malfunction,,ZIMMER,Manufacturer report,Orthopedic,N,20121222,20121212,20130121,20121222,1,888.4540
2814,1,CATH DIALYSIS 6 INCH TRIPLE LUMEN,Malfunction,HOSPITAL,"MEDICAL COMPONENTS, INC.",User Facility report,"Gastroenterology, Urology",N,NA,20111117,20111122,20111122,2,876.5540
2815,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20140301,NA,20140319,20140301,2,880.5725
2816,1,WHEELCHAIR - MECHANICAL,Malfunction,INVALID DATA,QUICKIE DESIGNS INC.,Manufacturer report,Physical Medicine,N,19960930,19960930,19961023,19961022,1,890.3850
2817,1,SPINAL CORD STIMULATOR,Injury,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,Y,19880827,20080826,20080924,20080827,3,
2818,1,"SET, ADMINISTRATION, FOR PERITONEAL DIALYSIS, DISPOSABLE",Malfunction,I,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20160113,20151031,20151201,20160115,2,876.5630
2819,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,I,BAXTER,Manufacturer report,General Hospital,N,20151103,20150722,20151021,20151110,2,880.5440
2820,1,IMPLANTABLE CHF PULSE GENERATOR,Injury,,GUIDANT,Manufacturer report,Unknown,Y,20140806,20140711,20141001,20140806,3,
2821,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER, WITH CARDIAC RESYNCHRONIZATIO",Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20130904,NA,20130810,20130626,3,
2822,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20140630,NA,20140717,20140630,3,
2823,1,"CLIP, IMPLANTABLE",Malfunction,,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20110407,20110106,20110304,20110211,1,878.4800
2824,1,DUROM HIP GENERIC,Other,,ZIMMER,Manufacturer report,Orthopedic,Y,20140106,20140106,20140129,20140106,3,888.3330
2825,1,"MESH, SURGICAL, SYNTHETIC",Injury,,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20130709,NA,20130726,20130711,2,878.3300
2826,1,SPINAL VERTEBRAL BODY REPLACEMENT DEVICE,Injury,,MEDTRONIC,Manufacturer report,Orthopedic,Y,20130506,NA,20130603,20130506,2,888.3060
2827,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140513,NA,20140521,20140513,2,862.1345
2828,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20091123,NA,20091214,20091123,2,862.1345
2829,1,"ORTHOSIS, PEDICLE SPINAL FIXATION, FOR DDD",Injury,I,SYNTHES (USA),Manufacturer report,Orthopedic,Y,20150826,NA,20150904,20150826,3,888.3070
2830,1,ICD LEAD,Malfunction,,BIOTRONIK SE & CO KG,Manufacturer report,Unknown,Y,20111121,20111118,20111212,20111121,3,
2831,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Malfunction,,MEDTRONIC,Manufacturer report,"Gastroenterology, Urology",Y,20120521,NA,20120529,20120521,3,876.5270
2832,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,AGFA HEALTHCARE CORP,Manufacturer report,Radiology,N,20141113,20141113,20141212,20141212,2,892.2050
2833,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20070523,20070523,20070620,20070620,2,892.1650
2834,1,OZO,Injury,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20151005,20150727,20151014,20150928,3,
2835,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20141002,NA,20141010,20141002,2,880.5725
2836,1,VENTRICULAR PACING LEAD,Injury,HOME,MEDTRONIC,User Facility report,Cardiovascular,N,NA,19971110,19971223,NA,3,870.3680
2837,1,IMPLANT,Injury,,STRYKER,Manufacturer report,Orthopedic,Y,20061201,20061201,20061218,20061201,2,888.3350
2838,1,BONE CUTTING INSTRUMENTS AND ACCESSORIES,Malfunction,,STRYKER,Manufacturer report,"Ear, Nose, Throat",N,20090121,20090121,20090707,20090121,2,874.4250
2839,1,CANNULAE,Malfunction,,AESCULAP AG & CO KG,Manufacturer report,Obstetrics/Gynecology,N,20030815,20030801,20030820,20030818,2,884.1690
2840,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20141114,NA,20141204,20141114,2,880.5725
2841,1,OZO,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20150209,20150209,20150218,20150209,3,
2842,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20100919,20100919,20141203,20100919,3,
2843,1,INTRAVASCULAR CATHETER,Other,,BECTON DICKINSON,Manufacturer report,General Hospital,Y,20030327,NA,20030430,20030327,2,880.5200
2844,1,AUTOMATED EXTERNAL DEFIBRILLATOR,Malfunction,,HEARTSINE TECHNOLOGIES LTD,Manufacturer report,Cardiovascular,N,20140729,20140729,20140801,20140730,3,870.5310
2845,1,"LIFT, PATIENT, NON-AC-POWERED",Other,,MEDIBO N.V.,Manufacturer report,General Hospital,Y,20090429,20090427,20091216,20090429,1,880.5510
2846,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20150209,NA,20150302,20150209,3,
2847,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20150506,NA,20150526,20150506,3,
2848,1,DEFIBRILLATOR,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20150317,NA,20150407,20150317,3,870.5310
2849,1,COCHLEAR IMPLANT,Injury,,ADVANCED BIONICS LLC,Manufacturer report,Unknown,Y,20100527,NA,20100617,20100527,3,
2850,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,Y,20120615,20120101,20120814,NA,3,
